date,close,volume,open,high,low
4/12/2017,896.23,2451575,903.09,904.09,895.2501
4/11/2017,902.36,3008307,907.04,911.24,897.5
4/10/2017,907.04,3180999,899.63,908.51,899
4/7/2017,894.88,3708367,899.65,900.09,889.31
4/6/2017,898.28,6338183,913.8,917.1899,894.4927
4/5/2017,909.28,7497229,910.82,923.72,905.62
4/4/2017,906.83,4976736,891.5,908.5384,890.28
4/3/2017,891.51,3418998,888,893.49,885.42
3/31/2017,886.54,3949283,877,890.35,876.65
3/30/2017,876.34,2758154,874.95,877.06,871.66
3/29/2017,874.32,4479102,859.05,876.438,859.02
3/28/2017,856,3037117,851.75,858.46,850.1
3/27/2017,846.82,2754903,838.07,850.3,833.5
3/24/2017,845.61,2135812,851.68,851.8,843.53
3/23/2017,847.38,1947627,848.2,850.89,844.8
3/22/2017,848.06,2652225,840.43,849.37,839.05
3/21/2017,843.2,4376927,858.84,862.795,841.31
3/20/2017,856.97,2261699,851.51,857.8,851.01
3/17/2017,852.31,3383423,853.49,853.83,850.64
3/16/2017,853.42,1841507,855.3,855.5,850.51
3/15/2017,852.97,2559702,854.33,854.45,847.11
3/14/2017,852.53,2129358,853.55,853.75,847.55
3/13/2017,854.59,1906941,851.77,855.69,851.71
3/10/2017,852.46,2434254,857,857.35,851.72
3/9/2017,853,2043932,851,856.3999,850.31
3/8/2017,850.5,2286974,848,853.07,846.79
3/7/2017,846.02,2246216,845.48,848.46,843.75
3/6/2017,846.61,2609139,845.23,848.49,841.12
3/3/2017,849.88,1948195,847.2,851.985,846.27
3/2/2017,848.91,2130010,853.08,854.82,847.28
3/1/2017,853.08,2758169,853.05,854.83,849.01
2/28/2017,845.04,2787892,851.45,854.09,842.05
2/27/2017,848.64,2703855,842.38,852.5,839.67
2/24/2017,845.24,3684473,844.69,845.81,837.7501
2/23/2017,852.19,3459287,857.57,860.86,848
2/22/2017,855.61,2615385,856.95,858.43,852.18
2/21/2017,856.44,3506621,848.84,857.98,847.25
2/17/2017,845.07,3036616,842,847.27,840.73
2/16/2017,844.14,2710595,841.84,845,839.375
2/15/2017,842.7,2960469,834,842.81,832.82
2/14/2017,836.39,2789377,837,838.31,831.4522
2/13/2017,836.53,4167521,831.62,842.9999,828.55
2/10/2017,827.46,2427817,823.82,828,822.85
2/9/2017,821.36,2482464,821.6,825,819.71
2/8/2017,819.71,2856058,812.69,821.479,812.5
2/7/2017,812.5,3463842,809.31,816.16,807.5
2/6/2017,807.64,3827284,809.8,810.72,803
2/3/2017,810.2,10855610,806.72,818.3,804
2/2/2017,839.95,7043095,836.59,842.49,828.26
2/1/2017,832.35,3831319,829.21,833.78,824.94
1/31/2017,823.48,3129269,823.75,826.99,819.56
1/30/2017,830.38,3681441,833,833.5,816.38
1/27/2017,835.77,2994700,839,839.7,829.44
1/26/2017,839.15,3571395,835.53,843.84,833
1/25/2017,836.52,3931475,825.79,837.4183,825.288
1/24/2017,822.44,2967753,822,823.99,814.5
1/23/2017,817.88,2794228,806.8,818.5,805.08
1/20/2017,808.33,3373183,815.28,816.02,806.26
1/19/2017,809.04,2529569,810,813.51,807.32
1/18/2017,807.48,2344879,809.5,811.73,804.27
1/17/2017,809.72,3668111,815.7,816,803.44
1/13/2017,817.14,3777135,814.32,821.65,811.4
1/12/2017,813.64,4865798,800.31,814.13,799.5
1/11/2017,799.02,2986267,793.66,799.5,789.51
1/10/2017,795.9,2557640,796.6,798,789.5434
1/9/2017,796.92,3442864,798,801.7742,791.77
1/6/2017,795.99,5981169,782.36,799.44,778.48
1/5/2017,780.45,5820195,761.55,782.3999,760.2557
1/4/2017,757.18,2505296,758.39,759.68,754.2
1/3/2017,753.67,3519877,757.92,758.7595,747.7
12/30/2016,749.87,4132707,766.47,767.3999,748.28
12/29/2016,765.15,3154980,772.4,773.4,760.85
12/28/2016,772.13,3282597,776.25,780,770.5
12/27/2016,771.4,2630692,763.4,774.65,761.2
12/23/2016,760.59,1978722,764.55,766.5,757.99
12/22/2016,766.34,2521462,768.12,771.21,763.02
12/21/2016,770.6,2041288,770,771.22,765.7
12/20/2016,771.22,2701395,768.65,774.39,767.71
12/19/2016,766,3107956,758.89,770.5,756.16
12/16/2016,757.77,4846155,765,765.13,754
12/15/2016,761,3795503,766.28,769.1,760.31
12/14/2016,768.82,5446965,778.25,780.86,762.81
12/13/2016,774.34,5253129,764.96,782.46,762
12/12/2016,760.12,2958869,766.4,766.89,757.2
12/9/2016,768.66,2464356,770,770.25,765.34
12/8/2016,767.33,3187047,771.87,773.79,765.19
12/7/2016,770.42,3679153,764.55,770.42,755.82
12/6/2016,764.72,3792379,763.99,768.24,757.25
12/5/2016,759.36,4304728,745,761.49,742
12/2/2016,740.34,3556552,743.4,748.4903,736.7
12/1/2016,743.65,4650761,752.41,753.37,738.03
11/30/2016,750.57,4607152,762,768.09,750.25
11/29/2016,762.52,3267884,768,769.89,761.32
11/28/2016,766.77,4383855,776.99,777,764.24
11/25/2016,780.37,1837068,786.5,786.75,777.9
11/23/2016,780.12,3533297,781.73,781.75,773.12
11/22/2016,785.33,5306588,788.17,792.4,781
11/21/2016,780,4600908,766,780.35,765.11
11/18/2016,760.16,4365888,761,767.74,757.6435
11/17/2016,756.4,3662939,749.32,757.5,748
11/16/2016,746.49,3604217,739.88,749.87,735.61
11/15/2016,743.24,6749867,730,746.78,725.99
11/14/2016,719.07,7300631,745.51,746,710.1
11/11/2016,739.01,6610022,735.73,743.26,728.9
11/10/2016,742.38,12733320,778.81,778.83,717.7
11/9/2016,771.88,8555177,764,777.5,760.09
11/8/2016,787.75,3382350,784.97,791.7399,779.1
11/7/2016,784.93,5977338,771.64,787.732,770.94
11/4/2016,755.05,5115398,762.79,766,753.2301
11/3/2016,767.03,3867205,765.05,777,764
11/2/2016,765.56,4981311,783.93,784.75,763.55
11/1/2016,785.41,5300121,799,800.84,776.713
10/31/2016,789.82,5408996,781.03,793.7,780.11
10/28/2016,776.32,10832630,782,789.49,774.61
10/27/2016,818.36,7156567,831.24,831.72,815.43
10/26/2016,822.59,3985249,832.76,833.44,820
10/25/2016,835.18,3239776,839.3,843.09,833.22
10/24/2016,838.09,4052218,824.95,838.3,822.21
10/21/2016,818.99,2790354,809.36,819.42,809
10/20/2016,810.32,3148334,813.99,815.71,803.1
10/19/2016,817.69,2086337,820.4,820.67,815.17
10/18/2016,817.65,2507218,822.11,823.26,815.02
10/17/2016,812.95,3355137,821.5,822,811.68
10/14/2016,822.96,2994703,835.08,835.74,822.96
10/13/2016,829.28,3088844,829,831.8,821.21
10/12/2016,834.09,2373674,834,837.666,830.1
10/11/2016,831,3584648,841.02,841.29,828.35
10/10/2016,841.71,1819724,843.25,845.2,840.27
10/7/2016,839.43,2423112,845.79,845.95,837.45
10/6/2016,841.66,2681335,843.7,847.21,840.6
10/5/2016,844.36,3456636,838,845.67,836.12
10/4/2016,834.03,2948840,840.91,842.365,830.26
10/3/2016,836.74,2764010,836,839.86,831.25
9/30/2016,837.31,4425478,832.61,839.95,832.4
9/29/2016,829.05,4918973,828.26,837.5,824.63
9/28/2016,828.72,4418171,818,830.14,817.0337
9/27/2016,816.11,3812930,801.85,816.64,801.11
9/26/2016,799.16,2649176,801.8,805.93,797.145
9/23/2016,805.75,2350777,803.13,807.75,802.12
9/22/2016,804.7,4073362,794.27,805.889,794.27
9/21/2016,789.74,2712733,783.25,790.69,779.01
9/20/2016,780.22,1932706,776,781.37,776
9/19/2016,775.1,2293948,779.97,781.94,771
9/16/2016,778.52,5495339,773.28,780.46,771.66
9/15/2016,769.69,3036442,762,770.87,757.58
9/14/2016,761.09,2529304,762.2,767.5,758.85
9/13/2016,761.01,3115662,768.77,769.89,759.05
9/12/2016,771.49,3118879,757.35,772.66,756
9/9/2016,760.14,4246938,779.36,781,760.11
9/8/2016,784.06,2027915,783.89,786.5,781.44
9/7/2016,784.48,2422453,789.53,790.79,784.33
9/6/2016,788.87,3716541,774.04,789.48,770.22
9/2/2016,772.44,2168238,774.11,776,771.7
9/1/2016,770.62,1790751,770.9,772.04,766.75
8/31/2016,769.16,1630792,766.6,769.64,764
8/30/2016,767.58,1788141,771.05,771.8358,765.56
8/29/2016,771.29,2196156,768.72,774.98,768.6
8/26/2016,769,2769520,760.05,770,759.795
8/25/2016,759.22,1622017,756,760.56,754.741
8/24/2016,757.25,1742565,763,763.41,755.36
8/23/2016,762.45,1521747,763.31,764.7,761
8/22/2016,759.48,1677625,757.5,759.85,752.1
8/19/2016,757.31,2337567,761.9,762.49,756.89
8/18/2016,764.46,1458281,764,765.17,760.6
8/17/2016,764.63,1887316,764.41,765.22,759.199
8/16/2016,764.04,1601165,768.62,768.7317,763.82
8/15/2016,768.49,2116300,771.9,772.04,767.71
8/12/2016,772.56,1562083,768.46,773.15,768.4225
8/11/2016,771.24,2017239,769.94,773.75,769.12
8/10/2016,768.56,1601412,769.8,772.1,766.19
8/9/2016,768.31,1874890,767.39,772.6,766.9
8/8/2016,766.56,1981337,766.81,767,761.015
8/5/2016,765.98,2702266,764.81,768.47,763.09
8/4/2016,760.77,3176858,753.7,765,750.35
8/3/2016,754.64,3579523,757.06,758.89,752.25
8/2/2016,760.58,3596808,763.81,765.01,757.02
8/1/2016,767.74,3572321,759.87,770.5,757.06
7/29/2016,758.81,6763498,765,766,755
7/28/2016,752.61,7246871,745.98,753.36,739.7
7/27/2016,736.67,2871079,737.97,740.94,733.86
7/26/2016,735.59,2497689,742.71,743.13,732.7525
7/25/2016,739.61,2673985,746.55,748.5,735.35
7/22/2016,744.86,2259345,747.79,751.28,743.53
7/21/2016,744.43,2315367,747.5,749.36,742.7918
7/20/2016,745.72,2192779,744,746.25,740.7
7/19/2016,739.95,2210751,732.5,743.33,732.31
7/18/2016,736.07,2952099,735.49,741.5954,728.72
7/15/2016,735.44,3099239,746.55,746.55,734.05
7/14/2016,741.2,2385498,748.86,749.04,739.02
7/13/2016,742.63,4130770,746.76,756.87,741.25
7/12/2016,748.21,5608111,756.86,757.34,740.33
7/11/2016,753.78,3190358,750,755.9,747
7/8/2016,745.81,3427197,740.14,746.1,738
7/7/2016,736.57,2939304,739.33,739.55,731.63
7/6/2016,737.61,3929890,725.71,737.77,722.58
7/5/2016,728.1,2426204,722.8,729.56,719.61
7/1/2016,725.68,2918061,717.32,728,716.54
6/30/2016,715.62,2843622,717.2,719.37,712.54
6/29/2016,715.6,3065364,715.75,719.5,713.54
6/28/2016,707.95,4032509,700,708,698.1714
6/27/2016,691.36,5571322,692.01,696.8189,682.115
6/24/2016,698.96,7613808,693,712.5292,692.2
6/23/2016,722.08,2808909,715.5,722.12,712.5
6/22/2016,710.6,2255233,716.58,717,707.565
6/21/2016,715.82,2111948,715.72,718.4,712.721
6/20/2016,714.01,3673116,713.5,721.31,710.81
6/17/2016,706.39,5863150,718.19,718.2,699.18
6/16/2016,717.51,3094837,712.05,718,705.3
6/15/2016,714.26,2705287,722,722.56,713.3522
6/14/2016,719.3,2499062,712.33,720.805,712.27
6/13/2016,715.24,3349654,714.01,721.99,711.16
6/10/2016,717.91,3420884,722.35,724.98,714.21
6/9/2016,727.65,2169259,723.1,728.91,722.3
6/8/2016,726.64,2221777,726.4,729.42,721.6
6/7/2016,723.74,2730693,729.89,730,720.55
6/6/2016,726.73,2695531,726.5,731.5,724.42
6/3/2016,725.54,3362610,726.74,727,718.43
6/2/2016,728.24,3022321,720.97,728.28,715.5001
6/1/2016,719.44,3260486,720.9,726.43,718.22
5/31/2016,722.79,3612510,712.33,724.23,711.32
5/27/2016,712.24,2247612,715,716.6,711.1
5/26/2016,714.91,2441497,708.33,715,707.293
5/25/2016,708.35,3269475,708,710.86,705.5159
5/24/2016,704.2,3026450,698.01,707.5,698
5/23/2016,696.75,2586909,704.25,706,696.42
5/20/2016,702.8,2875429,701.05,707.24,700
5/19/2016,698.52,3022212,691.88,699.4,689.56
5/18/2016,697.45,4277735,689.56,702.5399,688.76
5/17/2016,695.27,5102768,709.9,714.47,693.91
5/16/2016,710.66,5431729,710.13,713.25,700.28
5/13/2016,709.92,4750859,714.64,719.25,706.51
5/12/2016,717.93,5038030,717.38,722.45,711.51
5/11/2016,713.23,7327956,705.79,719,701.65
5/10/2016,703.07,6093507,694,704.55,693.5
5/9/2016,679.75,3974324,673.95,686.98,671.41
5/6/2016,673.95,4362455,656.05,676.95,656.01
5/5/2016,659.09,4877179,673.31,676.49,656
5/4/2016,670.9,4631988,662.59,674,662.14
5/3/2016,671.32,4917284,677.36,680.3,670.43
5/2/2016,683.85,6567445,663.92,685.5,662.0251
4/29/2016,659.59,10303510,666,669.98,654
4/28/2016,602,7631449,615.54,626.8,599.2
4/27/2016,606.57,4058455,611.8,615.95,601.28
4/26/2016,616.88,2507082,626.17,626.7549,614.88
4/25/2016,626.2,2680835,616.61,626.98,616.2511
4/22/2016,620.5,5081401,624.47,628.25,611.56
4/21/2016,631,2569681,631,637.82,628.5
4/20/2016,632.99,2603048,630,636.55,623
4/19/2016,627.9,4054469,637.14,638.01,620.8
4/18/2016,635.35,4351587,625.35,637.64,624.9603
4/15/2016,625.89,2883933,621.92,626.77,618.11
4/14/2016,620.75,3508881,615.07,624.38,615.07
4/13/2016,614.82,4224742,607.68,616.81,605.29
4/12/2016,603.17,2637241,598.4,604.06,592.31
4/11/2016,595.93,2700997,596.14,604,594.91
4/8/2016,594.6,2590326,594.32,597.86,589
4/7/2016,591.43,3185912,598.76,599.6,589.08
4/6/2016,602.08,2846646,587.52,602.39,587.5
4/5/2016,586.14,2279713,590.77,593.47,585.25
4/4/2016,593.19,2469551,599,599.5,590.55
4/1/2016,598.5,2914176,590.49,599.03,588.3
3/31/2016,593.64,2679930,599.28,600.75,592.21
3/30/2016,598.69,3888192,596.71,603.24,595
3/29/2016,593.86,4246662,580.15,595.85,576.5
3/28/2016,579.87,3121139,584.4,584.75,575.56
3/24/2016,582.95,5155728,567.11,583.55,567.08
3/23/2016,569.63,3978088,561,572.48,558.1
3/22/2016,560.48,3997376,545.11,562.76,545.05
3/21/2016,553.98,5151552,548.91,555.24,538.58
3/18/2016,552.08,7293341,560.94,562.33,546.09
3/17/2016,559.44,5919980,569.51,571.4,555.01
3/16/2016,574.27,3515329,576.64,581.32,571.14
3/15/2016,577.02,3870822,571,581.52,567
3/14/2016,573.37,3453040,567,576.89,563.05
3/11/2016,569.61,3769218,566.95,570.06,562.73
3/10/2016,558.93,3917562,566.74,567,547.9
3/9/2016,559.47,4374825,559.56,560.35,550.125
3/8/2016,560.26,4727151,557.87,571.35,554.74
3/7/2016,562.8,4928519,573.54,573.63,555.55
3/4/2016,575.14,3413742,581.07,581.4,571.065
3/3/2016,577.49,2737763,577.96,579.866,573.11
3/2/2016,580.21,4579461,581.75,585,573.7
3/1/2016,579.04,5024654,556.29,579.25,556
2/29/2016,552.52,4140465,554,564.81,552.51
2/26/2016,555.23,4870280,560.12,562.5,553.17
2/25/2016,555.15,4521887,555.52,559.39,545.2946
2/24/2016,554.04,6222914,545.75,554.27,533.1501
2/23/2016,552.94,4046481,555.55,556.91,545.33
2/22/2016,559.5,5555615,542.2,560.65,541.08
2/19/2016,534.9,4972834,520.71,535.95,515.35
2/18/2016,525,4733213,541.19,541.2,523.73
2/17/2016,534.1,4820780,528.74,537.48,519.39
2/16/2016,521.1,5112648,519.48,524.45,511.66
2/12/2016,507.08,5371180,510.7,516.75,501.4932
2/11/2016,503.82,7390411,491.17,509.3,484
2/10/2016,490.48,6763135,491.76,504.66,486
2/9/2016,482.07,7055921,478.01,498.38,474
2/8/2016,488.1,9816331,486.47,493.5,475.21
2/5/2016,502.13,9683685,529.28,529.45,499.19
2/4/2016,536.26,6190328,525,538.99,519.2201
2/3/2016,531.07,10043300,553.5,556,521.9
2/2/2016,552.1,6297634,570,571.56,550.09
2/1/2016,574.81,6337926,578.15,581.8,570.31
1/29/2016,587,14666690,571.98,593,570
1/28/2016,635.35,13639700,608.37,638.06,597.55
1/27/2016,583.35,5103760,601.99,603.39,578.78
1/26/2016,601.25,3755042,603.45,604.5,590.38
1/25/2016,596.53,4386098,597.99,608.5,594.56
1/22/2016,596.38,5104594,588.73,600.1,584.1079
1/21/2016,575.02,4937346,573.58,588.81,568.22
1/20/2016,571.77,7957643,564.36,578.45,547.18
1/19/2016,574.48,4801408,577.09,584,566.45
1/15/2016,570.18,7776868,572.24,584.62,565.3
1/14/2016,593,7225454,580.25,602.25,569.88
1/13/2016,581.81,7643288,620.88,620.88,579.16
1/12/2016,617.89,4705651,625.25,625.99,612.2415
1/11/2016,617.74,4874135,612.48,619.85,598.57
1/8/2016,607.05,5502757,619.66,624.14,606
1/7/2016,607.94,7040886,621.8,630,605.21
1/6/2016,632.65,5319526,622,639.79,620.31
1/5/2016,633.79,5814063,646.86,646.91,627.65
1/4/2016,636.99,9301459,656.29,657.715,627.51
12/31/2015,675.89,3745197,686.08,687.75,675.89
12/30/2015,689.07,3515318,691.89,695.49,686.375
12/29/2015,693.97,5729914,677.98,696.44,677.8893
12/28/2015,675.2,3778019,665.56,675.5,665.5
12/24/2015,662.79,1092970,663.35,664.68,660.6
12/23/2015,663.7,2717739,666.5,666.597,656.63
12/22/2015,663.15,2666245,666.83,668.49,659.26
12/21/2015,664.51,3219507,668.5,669.9,658.93
12/18/2015,664.14,6817065,668.65,676.84,664.13
12/17/2015,670.65,3672133,680,682.5,670.65
12/16/2015,675.77,3955385,663.56,677.35,659.32
12/15/2015,658.64,4743133,665.03,671.5,657.35
12/14/2015,657.91,4340805,641.75,658.585,635.27
12/11/2015,640.15,5459737,651.23,657.88,639.62
12/10/2015,662.32,3446523,665.59,668.526,659.56
12/9/2015,664.79,5150488,678,679,655.68
12/8/2015,677.33,3646397,663.13,679.99,659.79
12/7/2015,669.83,3730440,674.74,675.46,660.5
12/4/2015,672.64,4532424,666,674.775,661.4
12/3/2015,666.25,5058428,679.44,682.79,661.48
12/2/2015,676.01,4265404,681,684.82,674.25
12/1/2015,679.06,4747651,673.75,681,667.86
11/30/2015,664.8,5492054,675.9,681.29,664.6
11/27/2015,673.26,1966801,680.8,680.99,672.1
11/25/2015,675.34,2690424,675,679.7,671.24
11/24/2015,671.15,4536359,674.14,675.8,661.2125
11/23/2015,678.99,4377862,671.5,682.77,668.45
11/20/2015,668.45,3872690,667.94,668.87,657.57
11/19/2015,661.27,4702856,664.99,672.86,659
11/18/2015,663.54,4414554,646.51,664.88,646.37
11/17/2015,643.3,4317848,650.65,653.25,641
11/16/2015,647.81,7425083,640.92,649.99,622.29
11/13/2015,642.35,6242100,663.57,667,640.45
11/12/2015,665.6,4267454,673,675.64,664.22
11/11/2015,673.25,5378403,663.25,675.96,663.25
11/10/2015,659.68,3478282,651.01,660,647.262
11/9/2015,655.49,4042991,658.65,661.955,647.8477
11/6/2015,659.37,4088119,655,662.26,652
11/5/2015,655.65,4721977,647.1,657,643.0901
11/4/2015,640.95,4836452,627.76,645.93,627.35
11/3/2015,625.31,3244640,629.53,629.89,622
11/2/2015,628.35,2811340,627.13,628.63,620.41
10/30/2015,625.9,3871136,626.01,630.72,625.28
10/29/2015,626.55,3861249,617.7,627.54,615.39
10/28/2015,617.1,3916263,612.3,617.23,609.5
10/27/2015,611.01,3740923,608.6,614.71,605.53
10/26/2015,608.61,4266364,602.3,609.85,596.29
10/23/2015,599.03,10682230,617.68,619.45,595.36
10/22/2015,563.91,7586947,562.7,569.146,556.67
10/21/2015,555.77,3354070,563.87,565.25,552.52
10/20/2015,560.88,4341325,572,573,555.28
10/19/2015,573.15,4342881,570.76,579,567.38
10/16/2015,570.76,4307995,565.27,570.94,560.31
10/15/2015,562.44,4927031,547.75,563,547
10/14/2015,544.83,3573734,551.34,552.25,539.68
10/13/2015,548.9,2933013,546.26,553.2,543.1
10/12/2015,550.19,2772781,539.96,550.82,539.8
10/9/2015,539.8,3533043,534.48,541.79,530.27
10/8/2015,533.16,4666489,536.71,539.386,519.89
10/7/2015,541.94,3807102,541.79,542,529
10/6/2015,537.48,4541673,545.5,551.5,533.33
10/5/2015,543.68,3383967,536.99,545.91,536
10/2/2015,532.54,4592095,512.99,532.6,508.1
10/1/2015,520.72,3744188,511,520.8,506
9/30/2015,511.89,3996159,505.44,512.8,501.6724
9/29/2015,496.07,4455453,506,511.48,490.5
9/28/2015,504.06,5416847,520.02,520.28,494.3337
9/25/2015,524.25,3922075,542.57,542.8,521.4
9/24/2015,533.75,3494202,530.55,534.56,522.87
9/23/2015,536.07,2233675,538.3,541.21,534
9/22/2015,538.4,3833073,539.71,543.55,532.66
9/21/2015,548.39,3276266,544.33,549.78,539.59
9/18/2015,540.26,6154510,534.62,546.237,531.35
9/17/2015,538.87,4146066,526.98,546.97,526.57
9/16/2015,527.39,2249062,521.98,528.3,518.52
9/15/2015,522.37,2849063,523.25,527.92,517.2
9/14/2015,521.38,3127206,529.44,532.45,518.58
9/11/2015,529.44,3224850,521.07,529.44,520.605
9/10/2015,522.24,2568076,515.15,526.13,514.78
9/9/2015,516.89,4348685,524,529.95,515.06
9/8/2015,517.54,3805809,508.69,518.35,508.5144
9/4/2015,499,2687005,497.65,502.85,495.64
9/3/2015,504.72,3143336,514.5,515.84,502.57
9/2/2015,510.55,3693798,505.09,510.86,497.72
9/1/2015,496.54,3850262,499.14,510,493.43
8/31/2015,512.89,2995288,516.44,519.41,509.07
8/28/2015,518.01,2744599,517.5,521.5,513.04
8/27/2015,518.37,6094488,513.71,522.69,507.261
8/26/2015,500.77,6336253,484.02,503.72,478.76
8/25/2015,466.37,5663689,487.49,489.44,466.25
8/24/2015,463.37,10073890,463.58,489.76,451
8/21/2015,494.47,6699569,507.36,512.33,494.47
8/20/2015,515.78,4396219,530.39,533.25,515.77
8/19/2015,532.92,2319977,533.74,537.25,529
8/18/2015,535.02,2070178,535.04,539.49,533
8/17/2015,535.22,2578646,531.29,538.74,527.12
8/14/2015,531.52,1992026,528.25,534.11,528.25
8/13/2015,529.66,2889732,527.37,534.66,525.4846
8/12/2015,525.91,4013276,523.75,527.5,513.06
8/11/2015,527.46,2671531,523.65,528.98,522
8/10/2015,524,2608601,528.52,532.2764,523
8/7/2015,522.62,3961597,529.16,529.4599,518.21
8/6/2015,529.46,3814499,539.3,542.74,527.52
8/5/2015,537.01,2887675,538.8,539.14,534.119
8/4/2015,531.9,2926462,529.69,536.95,529.163
8/3/2015,535.03,3004564,537.45,540.44,529.36
7/31/2015,536.15,2980011,539.09,542.84,534.5201
7/30/2015,536.76,3738558,527.65,539.2,524.29
7/29/2015,529,3742816,530.92,532.9655,525.02
7/28/2015,526.03,5265864,536,536.39,523.12
7/27/2015,531.41,7485538,527.75,544.95,526.6
7/24/2015,529.42,21854940,578.99,580.57,529.35
7/23/2015,482.18,8904893,491.66,491.66,475.7
7/22/2015,488.27,3098513,485.99,492.5,484.9
7/21/2015,488,3160014,487.9,488.88,482.55
7/20/2015,488.1,4737976,492.57,493.2,485.4
7/17/2015,483.01,4927238,477.7,485.42,477.25
7/16/2015,475.48,4081118,465.5,475.88,464.8
7/15/2015,461.19,2983710,463.04,464.7,460.2
7/14/2015,465.57,4730098,462.32,469.6,458.16
7/13/2015,455.57,3946441,448.29,457.87,447.54
7/10/2015,443.51,2398160,440.49,444.72,439
7/9/2015,434.39,2266851,434.9,438.72,434.15
7/8/2015,429.7,2380426,434.35,435.99,428.83
7/7/2015,436.72,3453557,435.68,437.73,425.57
7/6/2015,436.04,1902889,435.23,439.73,433.52
7/2/2015,437.71,1341938,437,438.2,433.48
7/1/2015,437.39,1985409,439.35,440,435.58
6/30/2015,434.09,2595616,434.2,435.57,430.46
6/29/2015,429.86,2745119,434.98,437,429
6/26/2015,438.1,2623536,441.76,443.49,435.06
6/25/2015,440.1,2236818,438.07,443.47,436.39
6/24/2015,440.84,2619568,444.97,446.47,440.23
6/23/2015,445.99,3239099,435.59,447.04,433.69
6/22/2015,436.29,1768342,437,439.24,434.18
6/19/2015,434.92,4491439,440.26,444.99,433.24
6/18/2015,439.39,3374401,430.3,439.73,429.405
6/17/2015,427.81,2184858,428.36,431.35,424.753
6/16/2015,427.26,2296924,424.15,427.97,422.67
6/15/2015,423.67,2048590,427.66,428.05,422.64
6/12/2015,429.92,2052699,431.25,432.36,428.26
6/11/2015,432.97,2921969,432.29,438.89,431.47
6/10/2015,430.77,2170425,426.46,432.2,425.66
6/9/2015,425.48,2286910,422.96,427.49,419.14
6/8/2015,423.5,2171525,425.62,426.8,421.425
6/5/2015,426.95,1905461,429.66,430.8,426.5
6/4/2015,430.78,2508063,434.4,436.755,429.26
6/3/2015,436.59,2726798,434.4,438.39,432.75
6/2/2015,430.99,1669803,430.07,433.23,426.25
6/1/2015,430.92,2251885,430.4,433.16,426.2
5/29/2015,429.23,3014703,427.23,432.5,427.23
5/28/2015,426.57,1908236,429.71,431.35,425.47
5/27/2015,431.42,2227888,427.45,431.85,425.01
5/26/2015,425.47,2239411,426.2,427,422
5/22/2015,427.63,2018905,431.55,432.44,427.61
5/21/2015,431.63,4115003,428,436.9,428
5/20/2015,423.86,2192808,420.6,427.1,418.36
5/19/2015,421.71,2464309,424.87,428.24,420.63
5/18/2015,425.24,2389023,426,427.27,421.46
5/15/2015,426,4234294,428,430.3962,424.3
5/14/2015,432.28,1883300,429.45,433,427.01
5/13/2015,426.87,1995586,429.98,433.528,425.8
5/12/2015,431.02,1946725,431.08,433.25,426.71
5/11/2015,432.85,2391479,432.51,439,431.37
5/8/2015,433.69,2907934,430.75,435.2,430.174
5/7/2015,426.88,2762915,424.15,428.5,422.85
5/6/2015,419.1,2548175,421.43,422.7165,414.55
5/5/2015,421.19,2855612,422.85,427.51,421.02
5/4/2015,423.04,2267420,424.8,429.77,422.42
5/1/2015,422.87,3428724,423.82,425.64,416
4/30/2015,421.78,3645492,427.11,431.75,419.24
4/29/2015,429.37,3616655,426.75,434.24,426.03
4/28/2015,429.31,4134186,438.51,439,428.04
4/27/2015,438.56,5426185,443.86,446.99,437.41
4/24/2015,445.1,17160220,439,452.65,439
4/23/2015,389.99,7673583,390.21,391.88,386.15
4/22/2015,389.8,3470790,391.91,394.28,388
4/21/2015,391.18,4639595,391.31,394.6,386.8
4/20/2015,389.51,5005286,378.55,391.94,377
4/17/2015,375.56,3834778,382.63,383.56,374.4
4/16/2015,386.04,2074427,383.69,387.45,383.55
4/15/2015,383.45,1928677,384.65,385.78,381.64
4/14/2015,385.11,2582297,383.51,387.81,381.2101
4/13/2015,382.36,1894399,383.53,385.28,380.14
4/10/2015,382.65,2572177,384.31,387.12,381.3151
4/9/2015,383.54,2390424,380.66,384.42,378.795
4/8/2015,381.2,2634857,374.66,381.58,374.65
4/7/2015,374.41,1954217,376.15,379.31,374.03
4/6/2015,377.04,3043772,370.1,380.2,369.36
4/2/2015,372.25,1872952,370.5,373.28,369
4/1/2015,370.255,2454130,372.1,373.16,368.34
3/31/2015,372.1,2505578,373.24,377.7,371.51
3/30/2015,374.59,1818704,371.87,376.12,371.55
3/27/2015,370.56,2606063,367.11,373.17,366.5734
3/26/2015,367.35,2929557,369.59,371.4,365.65
3/25/2015,370.96,3426602,375.17,380.5,370.285
3/24/2015,374.09,2225222,373.99,375.24,372.27
3/23/2015,375.11,2238723,378.07,381.77,374.94
3/20/2015,378.49,3752350,376.29,379.37,375.92
3/19/2015,373.24,1912973,373.87,377.11,372.19
3/18/2015,375.135,2645003,369.97,375.99,366.7
3/17/2015,371.92,2036686,371.11,374.5,369.64
3/16/2015,373.35,2352852,370.38,373.94,366.72
3/13/2015,370.58,2610510,371.52,373.99,366.68
3/12/2015,374.24,2809715,368.82,375.5,367.52
3/11/2015,366.37,2490279,370.61,373.35,366.26
3/10/2015,369.51,3111285,377.45,377.77,369.18
3/9/2015,378.56,2311182,378.4,379.33,375.28
